    0+   0+0.000000+    0+   0+0.000000 
    1+   1+1.000000+    1+   1+1.000000 
    2+   1+0.500000+    2+   1+0.500000 
    3+   1+0.333333+    3+   1+0.333333 
    4+   1+0.250000+    4+   1+0.250000 
    5+   1+0.200000+    5+   1+0.200000 
    6+   1+0.166667+    6+   1+0.166667 
    7+   1+0.142857+    7+   2+0.285714 
    8+   1+0.125000+    8+   2+0.250000 
    9+   1+0.111111+    9+   2+0.222222 
   10+   1+0.100000+   10+   2+0.200000 
   11+   1+0.090909+   11+   2+0.181818 
   12+   1+0.083333+   12+   2+0.166667 
   13+   1+0.076923+   13+   3+0.230769 
   14+   1+0.071429+   14+   3+0.214286 
   15+   1+0.066667+   15+   3+0.200000 
   16+   1+0.062500+   16+   3+0.187500 
   17+   1+0.058824+   17+   3+0.176471 
   18+   1+0.055556+   18+   3+0.166667 
   18+   1+0.055556+   19+   3+0.157895 
   18+   1+0.055556+   20+   3+0.150000 
   18+   1+0.055556+   21+   3+0.142857 
   18+   1+0.055556+   22+   3+0.136364 
   18+   1+0.055556+   23+   3+0.130435 
   18+   1+0.055556+   24+   3+0.125000 
   18+   1+0.055556+   25+   3+0.120000 
   18+   1+0.055556+   26+   3+0.115385 
   18+   1+0.055556+   27+   3+0.111111 
   18+   1+0.055556+   28+   3+0.107143 
   18+   1+0.055556+   29+   3+0.103448 
   18+   1+0.055556+   30+   3+0.100000 
   18+   1+0.055556+   31+   3+0.096774 
   18+   1+0.055556+   32+   3+0.093750 
   18+   1+0.055556+   33+   3+0.090909 
   18+   1+0.055556+   34+   3+0.088235 
   18+   1+0.055556+   35+   3+0.085714 
   18+   1+0.055556+   36+   3+0.083333 
   18+   1+0.055556+   37+   3+0.081081 
   18+   1+0.055556+   38+   3+0.078947 
   18+   1+0.055556+   39+   3+0.076923 
   18+   1+0.055556+   40+   3+0.075000 
   18+   1+0.055556+   41+   3+0.073171 
   18+   1+0.055556+   42+   3+0.071429 
   18+   1+0.055556+   43+   3+0.069767 
   18+   1+0.055556+   44+   3+0.068182 
   18+   1+0.055556+   45+   3+0.066667 
   18+   1+0.055556+   46+   3+0.065217 
   18+   1+0.055556+   47+   4+0.085106 
   18+   1+0.055556+   48+   4+0.083333 
   18+   1+0.055556+   49+   4+0.081633 
   18+   1+0.055556+   50+   4+0.080000 
   18+   1+0.055556+   51+   4+0.078431 
   18+   1+0.055556+   52+   4+0.076923 
   18+   1+0.055556+   53+   4+0.075472 
   18+   1+0.055556+   54+   4+0.074074 
   18+   1+0.055556+   55+   4+0.072727 
   18+   1+0.055556+   56+   4+0.071429 
   18+   1+0.055556+   57+   4+0.070175 
   18+   1+0.055556+   58+   4+0.068966 
   18+   1+0.055556+   59+   4+0.067797 
   18+   1+0.055556+   60+   5+0.083333 
   18+   1+0.055556+   61+   5+0.081967 
   18+   1+0.055556+   62+   5+0.080645 
   18+   1+0.055556+   63+   5+0.079365 
   18+   1+0.055556+   64+   5+0.078125 
   18+   1+0.055556+   65+   5+0.076923 
   18+   1+0.055556+   66+   5+0.075758 
   18+   1+0.055556+   67+   5+0.074627 
   18+   1+0.055556+   68+   5+0.073529 
   18+   1+0.055556+   69+   5+0.072464 
   18+   1+0.055556+   70+   5+0.071429 
   18+   1+0.055556+   71+   5+0.070423 
   18+   1+0.055556+   72+   5+0.069444 
   18+   1+0.055556+   73+   5+0.068493 
   18+   1+0.055556+   74+   5+0.067568 
   18+   1+0.055556+   75+   5+0.066667 
   18+   1+0.055556+   76+   5+0.065789 
   18+   1+0.055556+   77+   5+0.064935 
   18+   1+0.055556+   78+   5+0.064103 
   18+   1+0.055556+   79+   5+0.063291 
   18+   1+0.055556+   80+   5+0.062500 
   18+   1+0.055556+   81+   5+0.061728 
   18+   1+0.055556+   82+   5+0.060976 
   18+   1+0.055556+   83+   5+0.060241 
   18+   1+0.055556+   84+   5+0.059524 
   18+   1+0.055556+   85+   5+0.058824 
   18+   1+0.055556+   86+   5+0.058140 
   18+   1+0.055556+   87+   5+0.057471 
   18+   1+0.055556+   88+   5+0.056818 
   18+   1+0.055556+   89+   5+0.056180 
   18+   1+0.055556+   90+   5+0.055556 
   18+   1+0.055556+   91+   5+0.054945 
   18+   1+0.055556+   92+   5+0.054348 
   18+   1+0.055556+   93+   5+0.053763 
   18+   1+0.055556+   94+   5+0.053191 
   18+   1+0.055556+   95+   5+0.052632 
   18+   1+0.055556+   96+   5+0.052083 
   18+   1+0.055556+   97+   5+0.051546 
   18+   1+0.055556+   98+   5+0.051020 
   18+   1+0.055556+   99+   5+0.050505 
   18+   1+0.055556+  100+   5+0.050000 
   18+   1+0.055556+  101+   5+0.049505 
   18+   1+0.055556+  101+   5+0.049505 
   18+   1+0.055556+  101+   5+0.049505 
