    0+   0+0.000000+    0+   0+0.000000 
   53+   1+0.018868+    3+   1+0.333333 
   54+   1+0.018519+    3+   1+0.333333 
   55+   1+0.018182+    3+   1+0.333333 
   56+   1+0.017857+    3+   1+0.333333 
   57+   1+0.017544+    3+   1+0.333333 
   58+   1+0.017241+    3+   1+0.333333 
   59+   1+0.016949+    3+   1+0.333333 
   60+   1+0.016667+    3+   1+0.333333 
   61+   1+0.016393+    3+   1+0.333333 
   62+   1+0.016129+    3+   1+0.333333 
   63+   1+0.015873+    3+   1+0.333333 
   64+   1+0.015625+    3+   1+0.333333 
   65+   1+0.015385+    3+   1+0.333333 
   66+   1+0.015152+    3+   1+0.333333 
   67+   1+0.014925+    3+   1+0.333333 
   68+   1+0.014706+    3+   1+0.333333 
   69+   1+0.014493+    3+   1+0.333333 
   70+   1+0.014286+    3+   1+0.333333 
   71+   1+0.014085+    3+   1+0.333333 
   72+   1+0.013889+    3+   1+0.333333 
   73+   1+0.013699+    3+   1+0.333333 
   74+   1+0.013514+    3+   1+0.333333 
   75+   1+0.013333+    3+   1+0.333333 
   76+   1+0.013158+    3+   1+0.333333 
   77+   1+0.012987+    3+   1+0.333333 
   78+   1+0.012821+    3+   1+0.333333 
   79+   1+0.012658+    3+   1+0.333333 
   80+   1+0.012500+    3+   1+0.333333 
   81+   1+0.012346+    3+   1+0.333333 
   82+   1+0.012195+    3+   1+0.333333 
   83+   1+0.012048+    3+   1+0.333333 
   84+   1+0.011905+    3+   1+0.333333 
   85+   1+0.011765+    3+   1+0.333333 
   86+   1+0.011628+    3+   1+0.333333 
   87+   1+0.011494+    3+   1+0.333333 
   88+   1+0.011364+    3+   1+0.333333 
   89+   1+0.011236+    3+   1+0.333333 
   90+   1+0.011111+    3+   1+0.333333 
   91+   1+0.010989+    3+   1+0.333333 
   92+   1+0.010870+    3+   1+0.333333 
   93+   1+0.010753+    3+   1+0.333333 
   94+   1+0.010638+    3+   1+0.333333 
   95+   1+0.010526+    3+   1+0.333333 
   96+   1+0.010417+    3+   1+0.333333 
   97+   1+0.010309+    3+   1+0.333333 
   98+   1+0.010204+    3+   1+0.333333 
   99+   1+0.010101+    3+   1+0.333333 
  100+   1+0.010000+    3+   1+0.333333 
  101+   1+0.009901+    3+   1+0.333333 
  102+   1+0.009804+    3+   1+0.333333 
  103+   1+0.009709+    3+   1+0.333333 
  104+   1+0.009615+    3+   1+0.333333 
  105+   1+0.009524+    3+   1+0.333333 
  106+   1+0.009434+    3+   1+0.333333 
  107+   1+0.009346+    3+   1+0.333333 
  108+   1+0.009259+    3+   1+0.333333 
  109+   1+0.009174+    3+   1+0.333333 
  110+   1+0.009091+    3+   1+0.333333 
  111+   1+0.009009+    3+   1+0.333333 
  112+   1+0.008929+    3+   1+0.333333 
  113+   1+0.008850+    3+   1+0.333333 
  114+   1+0.008772+    3+   1+0.333333 
  115+   1+0.008696+    3+   1+0.333333 
  116+   1+0.008621+    3+   1+0.333333 
  117+   1+0.008547+    3+   1+0.333333 
  118+   1+0.008475+    3+   1+0.333333 
  119+   1+0.008403+    3+   1+0.333333 
  120+   1+0.008333+    3+   1+0.333333 
  121+   1+0.008264+    3+   1+0.333333 
  122+   1+0.008197+    3+   1+0.333333 
  123+   1+0.008130+    3+   1+0.333333 
  124+   1+0.008065+    3+   1+0.333333 
  125+   1+0.008000+    3+   1+0.333333 
  126+   1+0.007937+    3+   1+0.333333 
  127+   1+0.007874+    3+   1+0.333333 
  128+   1+0.007812+    3+   1+0.333333 
  129+   1+0.007752+    3+   1+0.333333 
  130+   1+0.007692+    3+   1+0.333333 
  131+   1+0.007634+    3+   1+0.333333 
  132+   1+0.007576+    3+   1+0.333333 
  133+   1+0.007519+    3+   1+0.333333 
  134+   1+0.007463+    3+   1+0.333333 
  135+   1+0.007407+    3+   1+0.333333 
  136+   1+0.007353+    3+   1+0.333333 
  137+   1+0.007299+    3+   1+0.333333 
  138+   1+0.007246+    3+   1+0.333333 
  139+   1+0.007194+    3+   1+0.333333 
  140+   1+0.007143+    3+   1+0.333333 
  141+   1+0.007092+    3+   1+0.333333 
  142+   1+0.007042+    3+   1+0.333333 
  143+   1+0.006993+    3+   1+0.333333 
  144+   1+0.006944+    3+   1+0.333333 
  145+   1+0.006897+    3+   1+0.333333 
  146+   1+0.006849+    3+   1+0.333333 
  147+   1+0.006803+    3+   1+0.333333 
  148+   1+0.006757+    3+   1+0.333333 
  149+   1+0.006711+    3+   1+0.333333 
  150+   1+0.006667+    3+   1+0.333333 
  151+   1+0.006623+    3+   1+0.333333 
  152+   1+0.006579+    3+   1+0.333333 
  153+   1+0.006536+    3+   1+0.333333 
  154+   1+0.006494+    3+   1+0.333333 
  155+   1+0.006452+    3+   1+0.333333 
  156+   1+0.006410+    3+   1+0.333333 
  157+   1+0.006369+    3+   1+0.333333 
  158+   1+0.006329+    3+   1+0.333333 
  159+   1+0.006289+    3+   1+0.333333 
  160+   1+0.006250+    3+   1+0.333333 
  161+   1+0.006211+    3+   1+0.333333 
  162+   1+0.006173+    3+   1+0.333333 
  163+   1+0.006135+    3+   1+0.333333 
  164+   1+0.006098+    3+   1+0.333333 
  165+   1+0.006061+    3+   1+0.333333 
  166+   1+0.006024+    3+   1+0.333333 
  167+   1+0.005988+    3+   1+0.333333 
  168+   1+0.005952+    3+   1+0.333333 
  169+   1+0.005917+    3+   1+0.333333 
  170+   1+0.005882+    3+   1+0.333333 
  171+   1+0.005848+    3+   1+0.333333 
  172+   1+0.005814+    3+   1+0.333333 
  173+   1+0.005780+    3+   1+0.333333 
  174+   1+0.005747+    3+   1+0.333333 
  175+   1+0.005714+    3+   1+0.333333 
  176+   1+0.005682+    3+   1+0.333333 
  177+   1+0.005650+    3+   1+0.333333 
  178+   1+0.005618+    3+   1+0.333333 
  179+   1+0.005587+    3+   1+0.333333 
  180+   1+0.005556+    3+   1+0.333333 
  181+   1+0.005525+    3+   1+0.333333 
  182+   1+0.005495+    3+   1+0.333333 
  183+   1+0.005464+    3+   1+0.333333 
  184+   1+0.005435+    3+   1+0.333333 
  185+   1+0.005405+    3+   1+0.333333 
  186+   1+0.005376+    3+   1+0.333333 
  187+   1+0.005348+    3+   1+0.333333 
  188+   1+0.005319+    3+   1+0.333333 
  189+   1+0.005291+    3+   1+0.333333 
  190+   1+0.005263+    3+   1+0.333333 
  191+   1+0.005236+    3+   1+0.333333 
  192+   1+0.005208+    3+   1+0.333333 
  193+   1+0.005181+    3+   1+0.333333 
  194+   1+0.005155+    3+   1+0.333333 
  195+   1+0.005128+    3+   1+0.333333 
  196+   1+0.005102+    3+   1+0.333333 
  197+   1+0.005076+    3+   1+0.333333 
  198+   1+0.005051+    3+   1+0.333333 
  199+   1+0.005025+    3+   1+0.333333 
  200+   1+0.005000+    3+   1+0.333333 
  201+   1+0.004975+    3+   1+0.333333 
  202+   1+0.004950+    3+   1+0.333333 
  203+   1+0.004926+    3+   1+0.333333 
  204+   1+0.004902+    3+   1+0.333333 
  205+   1+0.004878+    3+   1+0.333333 
  206+   1+0.004854+    3+   1+0.333333 
  207+   1+0.004831+    3+   1+0.333333 
  208+   1+0.004808+    3+   1+0.333333 
  209+   1+0.004785+    3+   1+0.333333 
  210+   1+0.004762+    3+   1+0.333333 
  211+   1+0.004739+    3+   1+0.333333 
  212+   1+0.004717+    3+   1+0.333333 
  213+   1+0.004695+    3+   1+0.333333 
  214+   1+0.004673+    3+   1+0.333333 
  215+   1+0.004651+    3+   1+0.333333 
  216+   1+0.004630+    3+   1+0.333333 
  217+   1+0.004608+    3+   1+0.333333 
  218+   1+0.004587+    3+   1+0.333333 
  219+   1+0.004566+    3+   1+0.333333 
  220+   1+0.004545+    3+   1+0.333333 
  221+   1+0.004525+    3+   1+0.333333 
  222+   1+0.004505+    3+   1+0.333333 
  223+   1+0.004484+    3+   1+0.333333 
  224+   1+0.004464+    3+   1+0.333333 
  225+   1+0.004444+    3+   1+0.333333 
  226+   2+0.008850+    3+   1+0.333333 
  227+   2+0.008811+    3+   1+0.333333 
  228+   2+0.008772+    3+   1+0.333333 
  229+   2+0.008734+    3+   1+0.333333 
  230+   2+0.008696+    3+   1+0.333333 
  231+   2+0.008658+    3+   1+0.333333 
  232+   2+0.008621+    3+   1+0.333333 
  233+   2+0.008584+    3+   1+0.333333 
  234+   2+0.008547+    3+   1+0.333333 
  235+   2+0.008511+    3+   1+0.333333 
  236+   2+0.008475+    3+   1+0.333333 
  237+   2+0.008439+    3+   1+0.333333 
  238+   2+0.008403+    3+   1+0.333333 
  239+   3+0.012552+    3+   1+0.333333 
  240+   3+0.012500+    3+   1+0.333333 
  241+   3+0.012448+    3+   1+0.333333 
  242+   3+0.012397+    3+   1+0.333333 
  243+   3+0.012346+    3+   1+0.333333 
  244+   3+0.012295+    3+   1+0.333333 
  245+   3+0.012245+    3+   1+0.333333 
  246+   3+0.012195+    3+   1+0.333333 
  247+   3+0.012146+    3+   1+0.333333 
  248+   3+0.012097+    3+   1+0.333333 
  249+   3+0.012048+    3+   1+0.333333 
  250+   3+0.012000+    3+   1+0.333333 
  251+   3+0.011952+    3+   1+0.333333 
  252+   3+0.011905+    3+   1+0.333333 
  253+   3+0.011858+    3+   1+0.333333 
  254+   3+0.011811+    3+   1+0.333333 
  255+   3+0.011765+    3+   1+0.333333 
  256+   3+0.011719+    3+   1+0.333333 
  257+   3+0.011673+    3+   1+0.333333 
  258+   3+0.011628+    3+   1+0.333333 
  259+   3+0.011583+    3+   1+0.333333 
  260+   3+0.011538+    3+   1+0.333333 
  261+   3+0.011494+    3+   1+0.333333 
  262+   3+0.011450+    3+   1+0.333333 
  263+   3+0.011407+    3+   1+0.333333 
  264+   3+0.011364+    3+   1+0.333333 
  265+   3+0.011321+    3+   1+0.333333 
  266+   3+0.011278+    3+   1+0.333333 
  267+   3+0.011236+    3+   1+0.333333 
  268+   3+0.011194+    3+   1+0.333333 
  269+   3+0.011152+    3+   1+0.333333 
  270+   3+0.011111+    3+   1+0.333333 
  271+   3+0.011070+    3+   1+0.333333 
  272+   3+0.011029+    3+   1+0.333333 
  273+   3+0.010989+    3+   1+0.333333 
  274+   3+0.010949+    3+   1+0.333333 
  275+   3+0.010909+    3+   1+0.333333 
  276+   3+0.010870+    3+   1+0.333333 
  277+   3+0.010830+    3+   1+0.333333 
  278+   3+0.010791+    3+   1+0.333333 
  279+   3+0.010753+    3+   1+0.333333 
  280+   3+0.010714+    3+   1+0.333333 
  281+   3+0.010676+    3+   1+0.333333 
  282+   3+0.010638+    3+   1+0.333333 
  283+   3+0.010601+    3+   1+0.333333 
  284+   3+0.010563+    3+   1+0.333333 
  285+   3+0.010526+    3+   1+0.333333 
  286+   3+0.010490+    3+   1+0.333333 
  287+   3+0.010453+    3+   1+0.333333 
  288+   3+0.010417+    3+   1+0.333333 
  289+   3+0.010381+    3+   1+0.333333 
  290+   3+0.010345+    3+   1+0.333333 
  291+   3+0.010309+    3+   1+0.333333 
  292+   3+0.010274+    3+   1+0.333333 
  293+   3+0.010239+    3+   1+0.333333 
  294+   3+0.010204+    3+   1+0.333333 
  295+   3+0.010169+    3+   1+0.333333 
  296+   3+0.010135+    3+   1+0.333333 
  297+   3+0.010101+    3+   1+0.333333 
  298+   3+0.010067+    3+   1+0.333333 
  299+   3+0.010033+    3+   1+0.333333 
  300+   3+0.010000+    3+   1+0.333333 
  301+   3+0.009967+    3+   1+0.333333 
  302+   3+0.009934+    3+   1+0.333333 
  303+   4+0.013201+    3+   1+0.333333 
  304+   4+0.013158+    3+   1+0.333333 
  305+   4+0.013115+    3+   1+0.333333 
  306+   4+0.013072+    3+   1+0.333333 
  307+   4+0.013029+    3+   1+0.333333 
  308+   4+0.012987+    3+   1+0.333333 
  309+   4+0.012945+    3+   1+0.333333 
  310+   4+0.012903+    3+   1+0.333333 
  311+   4+0.012862+    3+   1+0.333333 
  312+   4+0.012821+    3+   1+0.333333 
  313+   4+0.012780+    3+   1+0.333333 
  314+   4+0.012739+    3+   1+0.333333 
  315+   4+0.012698+    3+   1+0.333333 
  316+   4+0.012658+    3+   1+0.333333 
  317+   4+0.012618+    3+   1+0.333333 
  318+   4+0.012579+    3+   1+0.333333 
  319+   4+0.012539+    3+   1+0.333333 
  320+   4+0.012500+    3+   1+0.333333 
  321+   4+0.012461+    3+   1+0.333333 
  322+   4+0.012422+    3+   1+0.333333 
  323+   4+0.012384+    3+   1+0.333333 
  324+   4+0.012346+    3+   1+0.333333 
  325+   4+0.012308+    3+   1+0.333333 
  326+   4+0.012270+    3+   1+0.333333 
  327+   4+0.012232+    3+   1+0.333333 
  328+   4+0.012195+    3+   1+0.333333 
  329+   4+0.012158+    3+   1+0.333333 
  330+   4+0.012121+    3+   1+0.333333 
  331+   4+0.012085+    3+   1+0.333333 
  332+   4+0.012048+    3+   1+0.333333 
  333+   4+0.012012+    3+   1+0.333333 
  334+   4+0.011976+    3+   1+0.333333 
  335+   4+0.011940+    3+   1+0.333333 
  336+   4+0.011905+    3+   1+0.333333 
  337+   4+0.011869+    3+   1+0.333333 
  338+   4+0.011834+    3+   1+0.333333 
  339+   4+0.011799+    3+   1+0.333333 
  340+   4+0.011765+    3+   1+0.333333 
  341+   4+0.011730+    3+   1+0.333333 
  342+   4+0.011696+    3+   1+0.333333 
  343+   4+0.011662+    3+   1+0.333333 
  344+   4+0.011628+    3+   1+0.333333 
  345+   4+0.011594+    3+   1+0.333333 
  346+   4+0.011561+    3+   1+0.333333 
  347+   4+0.011527+    3+   1+0.333333 
  348+   4+0.011494+    3+   1+0.333333 
  349+   4+0.011461+    3+   1+0.333333 
  350+   4+0.011429+    3+   1+0.333333 
  351+   4+0.011396+    3+   1+0.333333 
  352+   4+0.011364+    3+   1+0.333333 
  353+   4+0.011331+    3+   1+0.333333 
  354+   4+0.011299+    3+   1+0.333333 
  355+   4+0.011268+    3+   1+0.333333 
  356+   4+0.011236+    3+   1+0.333333 
  357+   4+0.011204+    3+   1+0.333333 
  358+   4+0.011173+    3+   1+0.333333 
  359+   4+0.011142+    3+   1+0.333333 
  360+   4+0.011111+    3+   1+0.333333 
  361+   4+0.011080+    3+   1+0.333333 
  362+   4+0.011050+    3+   1+0.333333 
  363+   4+0.011019+    3+   1+0.333333 
  364+   4+0.010989+    3+   1+0.333333 
  365+   4+0.010959+    3+   1+0.333333 
  366+   4+0.010929+    3+   1+0.333333 
  367+   4+0.010899+    3+   1+0.333333 
  368+   4+0.010870+    3+   1+0.333333 
  369+   4+0.010840+    3+   1+0.333333 
  370+   4+0.010811+    3+   1+0.333333 
  371+   4+0.010782+    3+   1+0.333333 
  372+   4+0.010753+    3+   1+0.333333 
  373+   4+0.010724+    3+   1+0.333333 
  374+   4+0.010695+    3+   1+0.333333 
  375+   4+0.010667+    3+   1+0.333333 
  376+   4+0.010638+    3+   1+0.333333 
  377+   4+0.010610+    3+   1+0.333333 
  378+   4+0.010582+    3+   1+0.333333 
  379+   4+0.010554+    3+   1+0.333333 
  380+   4+0.010526+    3+   1+0.333333 
  381+   4+0.010499+    3+   1+0.333333 
  382+   4+0.010471+    3+   1+0.333333 
  383+   4+0.010444+    3+   1+0.333333 
  384+   4+0.010417+    3+   1+0.333333 
  385+   4+0.010390+    3+   1+0.333333 
  386+   4+0.010363+    3+   1+0.333333 
  387+   4+0.010336+    3+   1+0.333333 
  388+   4+0.010309+    3+   1+0.333333 
  389+   4+0.010283+    3+   1+0.333333 
  390+   4+0.010256+    3+   1+0.333333 
  391+   4+0.010230+    3+   1+0.333333 
  392+   4+0.010204+    3+   1+0.333333 
  393+   4+0.010178+    3+   1+0.333333 
  394+   4+0.010152+    3+   1+0.333333 
  395+   4+0.010127+    3+   1+0.333333 
  396+   4+0.010101+    3+   1+0.333333 
  397+   4+0.010076+    3+   1+0.333333 
  398+   4+0.010050+    3+   1+0.333333 
  399+   4+0.010025+    3+   1+0.333333 
  399+   4+0.010025+    3+   1+0.333333 
  399+   4+0.010025+    3+   1+0.333333 
