    0+   0+0.000000+    0+   0+0.000000 
    1+   1+1.000000+    1+   1+1.000000 
    2+   1+0.500000+    2+   1+0.500000 
    3+   1+0.333333+    3+   1+0.333333 
    4+   1+0.250000+    4+   1+0.250000 
    5+   1+0.200000+    5+   1+0.200000 
    6+   1+0.166667+    6+   1+0.166667 
    7+   1+0.142857+    7+   1+0.142857 
    8+   1+0.125000+    8+   1+0.125000 
    9+   1+0.111111+    9+   1+0.111111 
   10+   1+0.100000+   10+   1+0.100000 
   11+   1+0.090909+   11+   1+0.090909 
   11+   1+0.090909+   12+   1+0.083333 
   11+   1+0.090909+   13+   1+0.076923 
   11+   1+0.090909+   14+   1+0.071429 
   11+   1+0.090909+   15+   1+0.066667 
   11+   1+0.090909+   16+   1+0.062500 
   11+   1+0.090909+   17+   1+0.058824 
   11+   1+0.090909+   18+   1+0.055556 
   11+   1+0.090909+   19+   1+0.052632 
   11+   1+0.090909+   20+   2+0.100000 
   11+   1+0.090909+   21+   2+0.095238 
   11+   1+0.090909+   22+   2+0.090909 
   11+   1+0.090909+   23+   2+0.086957 
   11+   1+0.090909+   24+   2+0.083333 
   11+   1+0.090909+   25+   2+0.080000 
   11+   1+0.090909+   26+   2+0.076923 
   11+   1+0.090909+   27+   2+0.074074 
   11+   1+0.090909+   28+   2+0.071429 
   11+   1+0.090909+   29+   2+0.068966 
   11+   1+0.090909+   30+   2+0.066667 
   11+   1+0.090909+   31+   2+0.064516 
   11+   1+0.090909+   32+   2+0.062500 
   11+   1+0.090909+   33+   2+0.060606 
   11+   1+0.090909+   34+   3+0.088235 
   11+   1+0.090909+   35+   3+0.085714 
   11+   1+0.090909+   36+   3+0.083333 
   11+   1+0.090909+   37+   3+0.081081 
   11+   1+0.090909+   38+   3+0.078947 
   11+   1+0.090909+   39+   3+0.076923 
   11+   1+0.090909+   40+   3+0.075000 
   11+   1+0.090909+   41+   3+0.073171 
   11+   1+0.090909+   42+   3+0.071429 
   11+   1+0.090909+   43+   3+0.069767 
   11+   1+0.090909+   44+   3+0.068182 
   11+   1+0.090909+   45+   3+0.066667 
   11+   1+0.090909+   46+   3+0.065217 
   11+   1+0.090909+   47+   3+0.063830 
   11+   1+0.090909+   48+   3+0.062500 
   11+   1+0.090909+   49+   3+0.061224 
   11+   1+0.090909+   50+   3+0.060000 
   11+   1+0.090909+   51+   3+0.058824 
   11+   1+0.090909+   52+   3+0.057692 
   11+   1+0.090909+   53+   3+0.056604 
   11+   1+0.090909+   54+   3+0.055556 
   11+   1+0.090909+   55+   3+0.054545 
   11+   1+0.090909+   56+   3+0.053571 
   11+   1+0.090909+   57+   3+0.052632 
   11+   1+0.090909+   58+   3+0.051724 
   11+   1+0.090909+   59+   3+0.050847 
   11+   1+0.090909+   60+   3+0.050000 
   11+   1+0.090909+   61+   3+0.049180 
   11+   1+0.090909+   62+   3+0.048387 
   11+   1+0.090909+   63+   3+0.047619 
   11+   1+0.090909+   64+   3+0.046875 
   11+   1+0.090909+   65+   3+0.046154 
   11+   1+0.090909+   66+   3+0.045455 
   11+   1+0.090909+   67+   3+0.044776 
   11+   1+0.090909+   68+   3+0.044118 
   11+   1+0.090909+   69+   3+0.043478 
   11+   1+0.090909+   70+   3+0.042857 
   11+   1+0.090909+   71+   3+0.042254 
   11+   1+0.090909+   72+   3+0.041667 
   11+   1+0.090909+   73+   3+0.041096 
   11+   1+0.090909+   74+   3+0.040541 
   11+   1+0.090909+   75+   3+0.040000 
   11+   1+0.090909+   76+   3+0.039474 
   11+   1+0.090909+   77+   3+0.038961 
   11+   1+0.090909+   78+   3+0.038462 
   11+   1+0.090909+   79+   3+0.037975 
   11+   1+0.090909+   80+   3+0.037500 
   11+   1+0.090909+   81+   3+0.037037 
   11+   1+0.090909+   82+   3+0.036585 
   11+   1+0.090909+   83+   3+0.036145 
   11+   1+0.090909+   84+   3+0.035714 
   11+   1+0.090909+   85+   3+0.035294 
   11+   1+0.090909+   86+   3+0.034884 
   11+   1+0.090909+   87+   3+0.034483 
   11+   1+0.090909+   88+   3+0.034091 
   11+   1+0.090909+   89+   3+0.033708 
   11+   1+0.090909+   90+   3+0.033333 
   11+   1+0.090909+   91+   3+0.032967 
   11+   1+0.090909+   92+   3+0.032609 
   11+   1+0.090909+   93+   3+0.032258 
   11+   1+0.090909+   94+   3+0.031915 
   11+   1+0.090909+   95+   3+0.031579 
   11+   1+0.090909+   96+   3+0.031250 
   11+   1+0.090909+   96+   3+0.031250 
   11+   1+0.090909+   96+   3+0.031250 
