    0+   0+0.000000+    0+   0+0.000000 
  206+   5+0.000000+   16+   1+0.000000 
  207+   5+0.000000+   16+   1+0.000000 
  208+   5+0.000000+   16+   1+0.000000 
  209+   5+0.000000+   16+   1+0.000000 
  210+   5+0.000000+   16+   1+0.000000 
  211+   5+0.000000+   16+   1+0.000000 
  212+   5+0.000000+   16+   1+0.000000 
  213+   5+0.000000+   16+   1+0.000000 
  214+   5+0.000000+   16+   1+0.000000 
  215+   5+0.000000+   16+   1+0.000000 
  216+   5+0.000000+   16+   1+0.000000 
  217+   5+0.000000+   16+   1+0.000000 
  218+   5+0.000000+   16+   1+0.000000 
  219+   5+0.000000+   16+   1+0.000000 
  220+   5+0.000000+   16+   1+0.000000 
  221+   5+0.000000+   16+   1+0.000000 
  222+   5+0.000000+   16+   1+0.000000 
  223+   5+0.000000+   16+   1+0.000000 
  224+   5+0.000000+   16+   1+0.000000 
  225+   5+0.000000+   16+   1+0.000000 
  226+   5+0.000000+   16+   1+0.000000 
  227+   5+0.000000+   16+   1+0.000000 
  228+   5+0.000000+   16+   1+0.000000 
  229+   5+0.000000+   16+   1+0.000000 
  230+   5+0.000000+   16+   1+0.000000 
  231+   5+0.000000+   16+   1+0.000000 
  232+   5+0.000000+   16+   1+0.000000 
  233+   5+0.000000+   16+   1+0.000000 
  234+   5+0.000000+   16+   1+0.000000 
  235+   5+0.000000+   16+   1+0.000000 
  236+   5+0.000000+   16+   1+0.000000 
  237+   5+0.000000+   16+   1+0.000000 
  238+   5+0.000000+   16+   1+0.000000 
  239+   5+0.000000+   16+   1+0.000000 
  240+   5+0.000000+   16+   1+0.000000 
  241+   5+0.000000+   16+   1+0.000000 
  242+   5+0.000000+   16+   1+0.000000 
  243+   5+0.000000+   16+   1+0.000000 
  244+   6+0.000000+   16+   1+0.000000 
  245+   6+0.000000+   16+   1+0.000000 
  246+   6+0.000000+   16+   1+0.000000 
  247+   6+0.000000+   16+   1+0.000000 
  248+   6+0.000000+   16+   1+0.000000 
  249+   6+0.000000+   16+   1+0.000000 
  250+   6+0.000000+   16+   1+0.000000 
  251+   6+0.000000+   16+   1+0.000000 
  252+   6+0.000000+   16+   1+0.000000 
  253+   6+0.000000+   16+   1+0.000000 
  254+   6+0.000000+   16+   1+0.000000 
  255+   6+0.000000+   16+   1+0.000000 
  256+   6+0.000000+   16+   1+0.000000 
  257+   6+0.000000+   16+   1+0.000000 
  258+   6+0.000000+   16+   1+0.000000 
  259+   6+0.000000+   16+   1+0.000000 
  260+   6+0.000000+   16+   1+0.000000 
  261+   6+0.000000+   16+   1+0.000000 
  262+   7+0.000000+   16+   1+0.000000 
  263+   7+0.000000+   16+   1+0.000000 
  264+   7+0.000000+   16+   1+0.000000 
  265+   7+0.000000+   16+   1+0.000000 
  266+   7+0.000000+   16+   1+0.000000 
  267+   7+0.000000+   16+   1+0.000000 
  268+   7+0.000000+   16+   1+0.000000 
  269+   7+0.000000+   16+   1+0.000000 
  270+   7+0.000000+   16+   1+0.000000 
  271+   7+0.000000+   16+   1+0.000000 
  272+   7+0.000000+   16+   1+0.000000 
  273+   7+0.000000+   16+   1+0.000000 
  274+   7+0.000000+   16+   1+0.000000 
  275+   7+0.000000+   16+   1+0.000000 
  276+   7+0.000000+   16+   1+0.000000 
  277+   7+0.000000+   16+   1+0.000000 
  278+   7+0.000000+   16+   1+0.000000 
  279+   7+0.000000+   16+   1+0.000000 
  280+   7+0.000000+   16+   1+0.000000 
  281+   7+0.000000+   16+   1+0.000000 
  282+   7+0.000000+   16+   1+0.000000 
  283+   7+0.000000+   16+   1+0.000000 
  284+   7+0.000000+   16+   1+0.000000 
  285+   7+0.000000+   16+   1+0.000000 
  286+   7+0.000000+   16+   1+0.000000 
  287+   7+0.000000+   16+   1+0.000000 
  288+   7+0.000000+   16+   1+0.000000 
  289+   7+0.000000+   16+   1+0.000000 
  290+   7+0.000000+   16+   1+0.000000 
  291+   7+0.000000+   16+   1+0.000000 
  292+   7+0.000000+   16+   1+0.000000 
  293+   7+0.000000+   16+   1+0.000000 
  294+   7+0.000000+   16+   1+0.000000 
  295+   7+0.000000+   16+   1+0.000000 
  296+   7+0.000000+   16+   1+0.000000 
  297+   7+0.000000+   16+   1+0.000000 
  298+   7+0.000000+   16+   1+0.000000 
  299+   7+0.000000+   16+   1+0.000000 
  300+   7+0.000000+   16+   1+0.000000 
  301+   7+0.000000+   16+   1+0.000000 
  302+   7+0.000000+   16+   1+0.000000 
  303+   7+0.000000+   16+   1+0.000000 
  304+   7+0.000000+   16+   1+0.000000 
  305+   7+0.000000+   16+   1+0.000000 
  306+   7+0.000000+   16+   1+0.000000 
  307+   7+0.000000+   16+   1+0.000000 
  308+   7+0.000000+   16+   1+0.000000 
  309+   7+0.000000+   16+   1+0.000000 
  310+   7+0.000000+   16+   1+0.000000 
  311+   7+0.000000+   16+   1+0.000000 
  312+   7+0.000000+   16+   1+0.000000 
  313+   7+0.000000+   16+   1+0.000000 
  314+   7+0.000000+   16+   1+0.000000 
  315+   7+0.000000+   16+   1+0.000000 
  316+   7+0.000000+   16+   1+0.000000 
  317+   7+0.000000+   16+   1+0.000000 
  318+   7+0.000000+   16+   1+0.000000 
  319+   7+0.000000+   16+   1+0.000000 
  320+   8+0.000000+   16+   1+0.000000 
  321+   8+0.000000+   16+   1+0.000000 
  322+   8+0.000000+   16+   1+0.000000 
  323+   8+0.000000+   16+   1+0.000000 
  324+   8+0.000000+   16+   1+0.000000 
  325+   8+0.000000+   16+   1+0.000000 
  326+   8+0.000000+   16+   1+0.000000 
  327+   8+0.000000+   16+   1+0.000000 
  328+   8+0.000000+   16+   1+0.000000 
  329+   8+0.000000+   16+   1+0.000000 
  330+   8+0.000000+   16+   1+0.000000 
  331+   8+0.000000+   16+   1+0.000000 
  332+   8+0.000000+   16+   1+0.000000 
  333+   8+0.000000+   16+   1+0.000000 
  334+   8+0.000000+   16+   1+0.000000 
  335+   8+0.000000+   16+   1+0.000000 
  336+   8+0.000000+   16+   1+0.000000 
  337+   8+0.000000+   16+   1+0.000000 
  338+   8+0.000000+   16+   1+0.000000 
  339+   8+0.000000+   16+   1+0.000000 
  340+   8+0.000000+   16+   1+0.000000 
  341+   8+0.000000+   16+   1+0.000000 
  342+   8+0.000000+   16+   1+0.000000 
  343+   8+0.000000+   16+   1+0.000000 
  344+   8+0.000000+   16+   1+0.000000 
  345+   8+0.000000+   16+   1+0.000000 
  346+   8+0.000000+   16+   1+0.000000 
  347+   8+0.000000+   16+   1+0.000000 
  348+   8+0.000000+   16+   1+0.000000 
  349+   8+0.000000+   16+   1+0.000000 
  350+   8+0.000000+   16+   1+0.000000 
  351+   8+0.000000+   16+   1+0.000000 
  352+   8+0.000000+   16+   1+0.000000 
  353+   8+0.000000+   16+   1+0.000000 
  354+   8+0.000000+   16+   1+0.000000 
  355+   8+0.000000+   16+   1+0.000000 
  356+   8+0.000000+   16+   1+0.000000 
  357+   8+0.000000+   16+   1+0.000000 
  358+   8+0.000000+   16+   1+0.000000 
  359+   8+0.000000+   16+   1+0.000000 
  360+   8+0.000000+   16+   1+0.000000 
  361+   8+0.000000+   16+   1+0.000000 
  362+   8+0.000000+   16+   1+0.000000 
  363+   8+0.000000+   16+   1+0.000000 
  364+   8+0.000000+   16+   1+0.000000 
  365+   8+0.000000+   16+   1+0.000000 
  366+   8+0.000000+   16+   1+0.000000 
  367+   8+0.000000+   16+   1+0.000000 
  368+   8+0.000000+   16+   1+0.000000 
  369+   8+0.000000+   16+   1+0.000000 
  370+   8+0.000000+   16+   1+0.000000 
  371+   8+0.000000+   16+   1+0.000000 
  372+   8+0.000000+   16+   1+0.000000 
  373+   8+0.000000+   16+   1+0.000000 
  374+   8+0.000000+   16+   1+0.000000 
  375+   8+0.000000+   16+   1+0.000000 
  376+   8+0.000000+   16+   1+0.000000 
  377+   8+0.000000+   16+   1+0.000000 
  378+   8+0.000000+   16+   1+0.000000 
  379+   8+0.000000+   16+   1+0.000000 
  380+   8+0.000000+   16+   1+0.000000 
  381+   8+0.000000+   16+   1+0.000000 
  382+   8+0.000000+   16+   1+0.000000 
  383+   8+0.000000+   16+   1+0.000000 
  384+   8+0.000000+   16+   1+0.000000 
  385+   8+0.000000+   16+   1+0.000000 
  386+   8+0.000000+   16+   1+0.000000 
  387+   8+0.000000+   16+   1+0.000000 
  388+   8+0.000000+   16+   1+0.000000 
  389+   8+0.000000+   16+   1+0.000000 
  390+   8+0.000000+   16+   1+0.000000 
  391+   8+0.000000+   16+   1+0.000000 
  392+   8+0.000000+   16+   1+0.000000 
  393+   8+0.000000+   16+   1+0.000000 
  394+   8+0.000000+   16+   1+0.000000 
  395+   8+0.000000+   16+   1+0.000000 
  396+   8+0.000000+   16+   1+0.000000 
  397+   8+0.000000+   16+   1+0.000000 
  398+   8+0.000000+   16+   1+0.000000 
  399+   8+0.000000+   16+   1+0.000000 
  400+   8+0.000000+   16+   1+0.000000 
  401+   8+0.000000+   16+   1+0.000000 
  402+   8+0.000000+   16+   1+0.000000 
  403+   8+0.000000+   16+   1+0.000000 
  404+   8+0.000000+   16+   1+0.000000 
  405+   8+0.000000+   16+   1+0.000000 
  406+   8+0.000000+   16+   1+0.000000 
  407+   8+0.000000+   16+   1+0.000000 
  408+   8+0.000000+   16+   1+0.000000 
  409+   8+0.000000+   16+   1+0.000000 
  410+   8+0.000000+   16+   1+0.000000 
  411+   8+0.000000+   16+   1+0.000000 
  412+   8+0.000000+   16+   1+0.000000 
  413+   8+0.000000+   16+   1+0.000000 
  414+   8+0.000000+   16+   1+0.000000 
  415+   8+0.000000+   16+   1+0.000000 
  416+   8+0.000000+   16+   1+0.000000 
  417+   8+0.000000+   16+   1+0.000000 
  418+   8+0.000000+   16+   1+0.000000 
  419+   8+0.000000+   16+   1+0.000000 
  420+   8+0.000000+   16+   1+0.000000 
  421+   8+0.000000+   16+   1+0.000000 
  422+   8+0.000000+   16+   1+0.000000 
  423+   8+0.000000+   16+   1+0.000000 
  424+   8+0.000000+   16+   1+0.000000 
  425+   8+0.000000+   16+   1+0.000000 
  426+   8+0.000000+   16+   1+0.000000 
  427+   8+0.000000+   16+   1+0.000000 
  428+   8+0.000000+   16+   1+0.000000 
  429+   8+0.000000+   16+   1+0.000000 
  430+   8+0.000000+   16+   1+0.000000 
  431+   8+0.000000+   16+   1+0.000000 
  432+   8+0.000000+   16+   1+0.000000 
  433+   8+0.000000+   16+   1+0.000000 
  434+   8+0.000000+   16+   1+0.000000 
  435+   8+0.000000+   16+   1+0.000000 
  436+   8+0.000000+   16+   1+0.000000 
  437+   8+0.000000+   16+   1+0.000000 
  438+   8+0.000000+   16+   1+0.000000 
  439+   8+0.000000+   16+   1+0.000000 
  440+   8+0.000000+   16+   1+0.000000 
  441+   8+0.000000+   16+   1+0.000000 
  442+   8+0.000000+   16+   1+0.000000 
  443+   8+0.000000+   16+   1+0.000000 
  444+   8+0.000000+   16+   1+0.000000 
  445+   8+0.000000+   16+   1+0.000000 
  446+   8+0.000000+   16+   1+0.000000 
  447+   8+0.000000+   16+   1+0.000000 
  448+   8+0.000000+   16+   1+0.000000 
  449+   8+0.000000+   16+   1+0.000000 
  450+   8+0.000000+   16+   1+0.000000 
  451+   8+0.000000+   16+   1+0.000000 
  452+   8+0.000000+   16+   1+0.000000 
  453+   8+0.000000+   16+   1+0.000000 
  454+   8+0.000000+   16+   1+0.000000 
  455+   8+0.000000+   16+   1+0.000000 
  456+   8+0.000000+   16+   1+0.000000 
  457+   8+0.000000+   16+   1+0.000000 
  458+   8+0.000000+   16+   1+0.000000 
  459+   8+0.000000+   16+   1+0.000000 
  460+   8+0.000000+   16+   1+0.000000 
  461+   8+0.000000+   16+   1+0.000000 
  462+   8+0.000000+   16+   1+0.000000 
  463+   8+0.000000+   16+   1+0.000000 
  464+   8+0.000000+   16+   1+0.000000 
  465+   8+0.000000+   16+   1+0.000000 
  466+   8+0.000000+   16+   1+0.000000 
  467+   8+0.000000+   16+   1+0.000000 
  468+   8+0.000000+   16+   1+0.000000 
  469+   9+0.000000+   16+   1+0.000000 
  470+   9+0.000000+   16+   1+0.000000 
  471+   9+0.000000+   16+   1+0.000000 
  472+   9+0.000000+   16+   1+0.000000 
  473+   9+0.000000+   16+   1+0.000000 
  474+   9+0.000000+   16+   1+0.000000 
  475+   9+0.000000+   16+   1+0.000000 
  476+   9+0.000000+   16+   1+0.000000 
  477+   9+0.000000+   16+   1+0.000000 
  478+   9+0.000000+   16+   1+0.000000 
  479+   9+0.000000+   16+   1+0.000000 
  480+   9+0.000000+   16+   1+0.000000 
  481+   9+0.000000+   16+   1+0.000000 
  482+   9+0.000000+   16+   1+0.000000 
  483+   9+0.000000+   16+   1+0.000000 
  484+   9+0.000000+   16+   1+0.000000 
  485+   9+0.000000+   16+   1+0.000000 
  486+   9+0.000000+   16+   1+0.000000 
  487+   9+0.000000+   16+   1+0.000000 
  488+   9+0.000000+   16+   1+0.000000 
  489+   9+0.000000+   16+   1+0.000000 
  490+   9+0.000000+   16+   1+0.000000 
  491+   9+0.000000+   16+   1+0.000000 
  492+   9+0.000000+   16+   1+0.000000 
  493+   9+0.000000+   16+   1+0.000000 
  494+   9+0.000000+   16+   1+0.000000 
  495+   9+0.000000+   16+   1+0.000000 
  496+   9+0.000000+   16+   1+0.000000 
  497+   9+0.000000+   16+   1+0.000000 
  498+   9+0.000000+   16+   1+0.000000 
  499+   9+0.000000+   16+   1+0.000000 
  500+   9+0.000000+   16+   1+0.000000 
  500+   9+0.000000+   16+   1+0.000000 
