    0+   0+0.000000+    0+   0+0.000000 
   53+   1+0.018868+   14+   1+0.071429 
   54+   1+0.018519+   14+   1+0.071429 
   55+   1+0.018182+   14+   1+0.071429 
   56+   1+0.017857+   14+   1+0.071429 
   57+   1+0.017544+   14+   1+0.071429 
   58+   1+0.017241+   14+   1+0.071429 
   59+   1+0.016949+   14+   1+0.071429 
   60+   1+0.016667+   14+   1+0.071429 
   61+   1+0.016393+   14+   1+0.071429 
   62+   1+0.016129+   14+   1+0.071429 
   63+   1+0.015873+   14+   1+0.071429 
   64+   1+0.015625+   14+   1+0.071429 
   65+   1+0.015385+   14+   1+0.071429 
   66+   1+0.015152+   14+   1+0.071429 
   67+   1+0.014925+   14+   1+0.071429 
   68+   1+0.014706+   14+   1+0.071429 
   69+   1+0.014493+   14+   1+0.071429 
   70+   1+0.014286+   14+   1+0.071429 
   71+   1+0.014085+   14+   1+0.071429 
   72+   1+0.013889+   14+   1+0.071429 
   73+   1+0.013699+   14+   1+0.071429 
   74+   1+0.013514+   14+   1+0.071429 
   75+   1+0.013333+   14+   1+0.071429 
   76+   1+0.013158+   14+   1+0.071429 
   77+   1+0.012987+   14+   1+0.071429 
   78+   1+0.012821+   14+   1+0.071429 
   79+   1+0.012658+   14+   1+0.071429 
   80+   1+0.012500+   14+   1+0.071429 
   81+   1+0.012346+   14+   1+0.071429 
   82+   1+0.012195+   14+   1+0.071429 
   83+   1+0.012048+   14+   1+0.071429 
   84+   1+0.011905+   14+   1+0.071429 
   85+   1+0.011765+   14+   1+0.071429 
   86+   1+0.011628+   14+   1+0.071429 
   87+   1+0.011494+   14+   1+0.071429 
   88+   1+0.011364+   14+   1+0.071429 
   89+   1+0.011236+   14+   1+0.071429 
   90+   1+0.011111+   14+   1+0.071429 
   91+   1+0.010989+   14+   1+0.071429 
   92+   1+0.010870+   14+   1+0.071429 
   93+   1+0.010753+   14+   1+0.071429 
   94+   1+0.010638+   14+   1+0.071429 
   95+   1+0.010526+   14+   1+0.071429 
   96+   1+0.010417+   14+   1+0.071429 
   97+   1+0.010309+   14+   1+0.071429 
   98+   1+0.010204+   14+   1+0.071429 
   99+   1+0.010101+   14+   1+0.071429 
  100+   1+0.010000+   14+   1+0.071429 
  101+   1+0.009901+   14+   1+0.071429 
  102+   1+0.009804+   14+   1+0.071429 
  103+   1+0.009709+   14+   1+0.071429 
  104+   1+0.009615+   14+   1+0.071429 
  105+   1+0.009524+   14+   1+0.071429 
  106+   1+0.009434+   14+   1+0.071429 
  107+   1+0.009346+   14+   1+0.071429 
  108+   1+0.009259+   14+   1+0.071429 
  109+   1+0.009174+   14+   1+0.071429 
  110+   1+0.009091+   14+   1+0.071429 
  111+   1+0.009009+   14+   1+0.071429 
  112+   1+0.008929+   14+   1+0.071429 
  113+   1+0.008850+   14+   1+0.071429 
  114+   1+0.008772+   14+   1+0.071429 
  115+   1+0.008696+   14+   1+0.071429 
  116+   1+0.008621+   14+   1+0.071429 
  117+   1+0.008547+   14+   1+0.071429 
  118+   1+0.008475+   14+   1+0.071429 
  119+   1+0.008403+   14+   1+0.071429 
  120+   1+0.008333+   14+   1+0.071429 
  121+   1+0.008264+   14+   1+0.071429 
  122+   1+0.008197+   14+   1+0.071429 
  123+   1+0.008130+   14+   1+0.071429 
  124+   1+0.008065+   14+   1+0.071429 
  125+   1+0.008000+   14+   1+0.071429 
  126+   1+0.007937+   14+   1+0.071429 
  127+   1+0.007874+   14+   1+0.071429 
  128+   1+0.007812+   14+   1+0.071429 
  129+   1+0.007752+   14+   1+0.071429 
  130+   1+0.007692+   14+   1+0.071429 
  131+   1+0.007634+   14+   1+0.071429 
  132+   1+0.007576+   14+   1+0.071429 
  133+   1+0.007519+   14+   1+0.071429 
  134+   1+0.007463+   14+   1+0.071429 
  135+   1+0.007407+   14+   1+0.071429 
  136+   1+0.007353+   14+   1+0.071429 
  137+   1+0.007299+   14+   1+0.071429 
  138+   1+0.007246+   14+   1+0.071429 
  139+   1+0.007194+   14+   1+0.071429 
  140+   1+0.007143+   14+   1+0.071429 
  141+   1+0.007092+   14+   1+0.071429 
  142+   1+0.007042+   14+   1+0.071429 
  143+   1+0.006993+   14+   1+0.071429 
  144+   1+0.006944+   14+   1+0.071429 
  145+   1+0.006897+   14+   1+0.071429 
  146+   1+0.006849+   14+   1+0.071429 
  147+   1+0.006803+   14+   1+0.071429 
  148+   1+0.006757+   14+   1+0.071429 
  149+   1+0.006711+   14+   1+0.071429 
  150+   2+0.013333+   14+   1+0.071429 
  151+   2+0.013245+   14+   1+0.071429 
  152+   2+0.013158+   14+   1+0.071429 
  153+   2+0.013072+   14+   1+0.071429 
  154+   2+0.012987+   14+   1+0.071429 
  155+   2+0.012903+   14+   1+0.071429 
  156+   2+0.012821+   14+   1+0.071429 
  157+   2+0.012739+   14+   1+0.071429 
  158+   2+0.012658+   14+   1+0.071429 
  159+   2+0.012579+   14+   1+0.071429 
  160+   2+0.012500+   14+   1+0.071429 
  161+   2+0.012422+   14+   1+0.071429 
  162+   2+0.012346+   14+   1+0.071429 
  163+   2+0.012270+   14+   1+0.071429 
  164+   2+0.012195+   14+   1+0.071429 
  165+   2+0.012121+   14+   1+0.071429 
  166+   2+0.012048+   14+   1+0.071429 
  167+   2+0.011976+   14+   1+0.071429 
  168+   2+0.011905+   14+   1+0.071429 
  169+   2+0.011834+   14+   1+0.071429 
  170+   2+0.011765+   14+   1+0.071429 
  171+   2+0.011696+   14+   1+0.071429 
  172+   2+0.011628+   14+   1+0.071429 
  173+   2+0.011561+   14+   1+0.071429 
  174+   2+0.011494+   14+   1+0.071429 
  175+   2+0.011429+   14+   1+0.071429 
  176+   2+0.011364+   14+   1+0.071429 
  177+   2+0.011299+   14+   1+0.071429 
  178+   2+0.011236+   14+   1+0.071429 
  179+   2+0.011173+   14+   1+0.071429 
  180+   2+0.011111+   14+   1+0.071429 
  181+   2+0.011050+   14+   1+0.071429 
  182+   2+0.010989+   14+   1+0.071429 
  183+   2+0.010929+   14+   1+0.071429 
  184+   2+0.010870+   14+   1+0.071429 
  185+   2+0.010811+   14+   1+0.071429 
  186+   2+0.010753+   14+   1+0.071429 
  187+   2+0.010695+   14+   1+0.071429 
  188+   2+0.010638+   14+   1+0.071429 
  189+   3+0.015873+   14+   1+0.071429 
  190+   3+0.015789+   14+   1+0.071429 
  191+   3+0.015707+   14+   1+0.071429 
  192+   3+0.015625+   14+   1+0.071429 
  193+   3+0.015544+   14+   1+0.071429 
  194+   3+0.015464+   14+   1+0.071429 
  195+   3+0.015385+   14+   1+0.071429 
  196+   3+0.015306+   14+   1+0.071429 
  197+   3+0.015228+   14+   1+0.071429 
  198+   3+0.015152+   14+   1+0.071429 
  199+   3+0.015075+   14+   1+0.071429 
  200+   3+0.015000+   14+   1+0.071429 
  201+   3+0.014925+   14+   1+0.071429 
  202+   3+0.014851+   14+   1+0.071429 
  203+   3+0.014778+   14+   1+0.071429 
  204+   3+0.014706+   14+   1+0.071429 
  205+   3+0.014634+   14+   1+0.071429 
  206+   3+0.014563+   14+   1+0.071429 
  207+   3+0.014493+   14+   1+0.071429 
  208+   3+0.014423+   14+   1+0.071429 
  209+   3+0.014354+   14+   1+0.071429 
  210+   3+0.014286+   14+   1+0.071429 
  211+   3+0.014218+   14+   1+0.071429 
  212+   3+0.014151+   14+   1+0.071429 
  213+   3+0.014085+   14+   1+0.071429 
  214+   3+0.014019+   14+   1+0.071429 
  215+   3+0.013953+   14+   1+0.071429 
  216+   3+0.013889+   14+   1+0.071429 
  217+   3+0.013825+   14+   1+0.071429 
  218+   3+0.013761+   14+   1+0.071429 
  219+   3+0.013699+   14+   1+0.071429 
  220+   3+0.013636+   14+   1+0.071429 
  221+   3+0.013575+   14+   1+0.071429 
  222+   3+0.013514+   14+   1+0.071429 
  223+   3+0.013453+   14+   1+0.071429 
  224+   3+0.013393+   14+   1+0.071429 
  225+   3+0.013333+   14+   1+0.071429 
  226+   3+0.013274+   14+   1+0.071429 
  227+   3+0.013216+   14+   1+0.071429 
  228+   3+0.013158+   14+   1+0.071429 
  229+   3+0.013100+   14+   1+0.071429 
  230+   3+0.013043+   14+   1+0.071429 
  231+   3+0.012987+   14+   1+0.071429 
  232+   3+0.012931+   14+   1+0.071429 
  233+   4+0.017167+   14+   1+0.071429 
  234+   4+0.017094+   14+   1+0.071429 
  235+   4+0.017021+   14+   1+0.071429 
  236+   4+0.016949+   14+   1+0.071429 
  237+   4+0.016878+   14+   1+0.071429 
  238+   4+0.016807+   14+   1+0.071429 
  239+   4+0.016736+   14+   1+0.071429 
  240+   4+0.016667+   14+   1+0.071429 
  241+   4+0.016598+   14+   1+0.071429 
  242+   4+0.016529+   14+   1+0.071429 
  243+   4+0.016461+   14+   1+0.071429 
  244+   4+0.016393+   14+   1+0.071429 
  245+   4+0.016327+   14+   1+0.071429 
  246+   4+0.016260+   14+   1+0.071429 
  247+   4+0.016194+   14+   1+0.071429 
  248+   4+0.016129+   14+   1+0.071429 
  249+   4+0.016064+   14+   1+0.071429 
  250+   4+0.016000+   14+   1+0.071429 
  251+   4+0.015936+   14+   1+0.071429 
  252+   4+0.015873+   14+   1+0.071429 
  253+   4+0.015810+   14+   1+0.071429 
  254+   4+0.015748+   14+   1+0.071429 
  255+   4+0.015686+   14+   1+0.071429 
  256+   4+0.015625+   14+   1+0.071429 
  257+   4+0.015564+   14+   1+0.071429 
  258+   4+0.015504+   14+   1+0.071429 
  259+   4+0.015444+   14+   1+0.071429 
  260+   4+0.015385+   14+   1+0.071429 
  261+   4+0.015326+   14+   1+0.071429 
  262+   4+0.015267+   14+   1+0.071429 
  263+   4+0.015209+   14+   1+0.071429 
  264+   4+0.015152+   14+   1+0.071429 
  265+   4+0.015094+   14+   1+0.071429 
  266+   4+0.015038+   14+   1+0.071429 
  267+   4+0.014981+   14+   1+0.071429 
  268+   4+0.014925+   14+   1+0.071429 
  269+   4+0.014870+   14+   1+0.071429 
  270+   4+0.014815+   14+   1+0.071429 
  271+   4+0.014760+   14+   1+0.071429 
  272+   4+0.014706+   14+   1+0.071429 
  273+   4+0.014652+   14+   1+0.071429 
  274+   4+0.014599+   14+   1+0.071429 
  275+   4+0.014545+   14+   1+0.071429 
  276+   4+0.014493+   14+   1+0.071429 
  277+   4+0.014440+   14+   1+0.071429 
  278+   4+0.014388+   14+   1+0.071429 
  279+   4+0.014337+   14+   1+0.071429 
  280+   4+0.014286+   14+   1+0.071429 
  281+   4+0.014235+   14+   1+0.071429 
  282+   4+0.014184+   14+   1+0.071429 
  283+   4+0.014134+   14+   1+0.071429 
  284+   4+0.014085+   14+   1+0.071429 
  285+   4+0.014035+   14+   1+0.071429 
  286+   4+0.013986+   14+   1+0.071429 
  287+   4+0.013937+   14+   1+0.071429 
  288+   4+0.013889+   14+   1+0.071429 
  289+   4+0.013841+   14+   1+0.071429 
  290+   4+0.013793+   14+   1+0.071429 
  291+   4+0.013746+   14+   1+0.071429 
  292+   4+0.013699+   14+   1+0.071429 
  293+   4+0.013652+   14+   1+0.071429 
  294+   4+0.013605+   14+   1+0.071429 
  295+   4+0.013559+   14+   1+0.071429 
  296+   4+0.013514+   14+   1+0.071429 
  297+   4+0.013468+   14+   1+0.071429 
  298+   4+0.013423+   14+   1+0.071429 
  299+   4+0.013378+   14+   1+0.071429 
  300+   4+0.013333+   14+   1+0.071429 
  301+   4+0.013289+   14+   1+0.071429 
  302+   4+0.013245+   14+   1+0.071429 
  303+   4+0.013201+   14+   1+0.071429 
  304+   4+0.013158+   14+   1+0.071429 
  305+   4+0.013115+   14+   1+0.071429 
  306+   4+0.013072+   14+   1+0.071429 
  307+   4+0.013029+   14+   1+0.071429 
  308+   4+0.012987+   14+   1+0.071429 
  309+   4+0.012945+   14+   1+0.071429 
  310+   4+0.012903+   14+   1+0.071429 
  311+   4+0.012862+   14+   1+0.071429 
  312+   4+0.012821+   14+   1+0.071429 
  313+   4+0.012780+   14+   1+0.071429 
  314+   4+0.012739+   14+   1+0.071429 
  315+   4+0.012698+   14+   1+0.071429 
  316+   4+0.012658+   14+   1+0.071429 
  317+   4+0.012618+   14+   1+0.071429 
  318+   4+0.012579+   14+   1+0.071429 
  319+   4+0.012539+   14+   1+0.071429 
  320+   4+0.012500+   14+   1+0.071429 
  321+   4+0.012461+   14+   1+0.071429 
  322+   4+0.012422+   14+   1+0.071429 
  323+   4+0.012384+   14+   1+0.071429 
  324+   4+0.012346+   14+   1+0.071429 
  325+   4+0.012308+   14+   1+0.071429 
  326+   4+0.012270+   14+   1+0.071429 
  327+   4+0.012232+   14+   1+0.071429 
  328+   4+0.012195+   14+   1+0.071429 
  329+   4+0.012158+   14+   1+0.071429 
  330+   4+0.012121+   14+   1+0.071429 
  331+   4+0.012085+   14+   1+0.071429 
  332+   4+0.012048+   14+   1+0.071429 
  333+   4+0.012012+   14+   1+0.071429 
  334+   4+0.011976+   14+   1+0.071429 
  335+   4+0.011940+   14+   1+0.071429 
  336+   4+0.011905+   14+   1+0.071429 
  337+   4+0.011869+   14+   1+0.071429 
  338+   4+0.011834+   14+   1+0.071429 
  339+   4+0.011799+   14+   1+0.071429 
  340+   4+0.011765+   14+   1+0.071429 
  341+   4+0.011730+   14+   1+0.071429 
  342+   4+0.011696+   14+   1+0.071429 
  343+   4+0.011662+   14+   1+0.071429 
  344+   4+0.011628+   14+   1+0.071429 
  345+   4+0.011594+   14+   1+0.071429 
  346+   4+0.011561+   14+   1+0.071429 
  347+   4+0.011527+   14+   1+0.071429 
  348+   4+0.011494+   14+   1+0.071429 
  349+   4+0.011461+   14+   1+0.071429 
  350+   4+0.011429+   14+   1+0.071429 
  351+   4+0.011396+   14+   1+0.071429 
  352+   4+0.011364+   14+   1+0.071429 
  353+   4+0.011331+   14+   1+0.071429 
  354+   4+0.011299+   14+   1+0.071429 
  355+   4+0.011268+   14+   1+0.071429 
  356+   4+0.011236+   14+   1+0.071429 
  357+   4+0.011204+   14+   1+0.071429 
  358+   4+0.011173+   14+   1+0.071429 
  359+   4+0.011142+   14+   1+0.071429 
  360+   4+0.011111+   14+   1+0.071429 
  361+   5+0.013850+   14+   1+0.071429 
  362+   5+0.013812+   14+   1+0.071429 
  363+   5+0.013774+   14+   1+0.071429 
  364+   5+0.013736+   14+   1+0.071429 
  365+   5+0.013699+   14+   1+0.071429 
  366+   5+0.013661+   14+   1+0.071429 
  367+   5+0.013624+   14+   1+0.071429 
  368+   5+0.013587+   14+   1+0.071429 
  369+   5+0.013550+   14+   1+0.071429 
  370+   5+0.013514+   14+   1+0.071429 
  371+   5+0.013477+   14+   1+0.071429 
  372+   5+0.013441+   14+   1+0.071429 
  373+   5+0.013405+   14+   1+0.071429 
  374+   5+0.013369+   14+   1+0.071429 
  375+   5+0.013333+   14+   1+0.071429 
  376+   5+0.013298+   14+   1+0.071429 
  377+   5+0.013263+   14+   1+0.071429 
  378+   5+0.013228+   14+   1+0.071429 
  379+   5+0.013193+   14+   1+0.071429 
  380+   5+0.013158+   14+   1+0.071429 
  381+   5+0.013123+   14+   1+0.071429 
  382+   5+0.013089+   14+   1+0.071429 
  383+   5+0.013055+   14+   1+0.071429 
  384+   5+0.013021+   14+   1+0.071429 
  385+   5+0.012987+   14+   1+0.071429 
  386+   5+0.012953+   14+   1+0.071429 
  387+   5+0.012920+   14+   1+0.071429 
  388+   5+0.012887+   14+   1+0.071429 
  389+   5+0.012853+   14+   1+0.071429 
  390+   5+0.012821+   14+   1+0.071429 
  391+   5+0.012788+   14+   1+0.071429 
  392+   5+0.012755+   14+   1+0.071429 
  393+   5+0.012723+   14+   1+0.071429 
  394+   5+0.012690+   14+   1+0.071429 
  395+   5+0.012658+   14+   1+0.071429 
  396+   5+0.012626+   14+   1+0.071429 
  397+   5+0.012594+   14+   1+0.071429 
  398+   5+0.012563+   14+   1+0.071429 
  399+   5+0.012531+   14+   1+0.071429 
  400+   5+0.012500+   14+   1+0.071429 
  401+   5+0.012469+   14+   1+0.071429 
  402+   5+0.012438+   14+   1+0.071429 
  403+   5+0.012407+   14+   1+0.071429 
  404+   5+0.012376+   14+   1+0.071429 
  405+   5+0.012346+   14+   1+0.071429 
  406+   5+0.012315+   14+   1+0.071429 
  407+   5+0.012285+   14+   1+0.071429 
  408+   5+0.012255+   14+   1+0.071429 
  409+   5+0.012225+   14+   1+0.071429 
  410+   5+0.012195+   14+   1+0.071429 
  411+   5+0.012165+   14+   1+0.071429 
  412+   5+0.012136+   14+   1+0.071429 
  413+   5+0.012107+   14+   1+0.071429 
  414+   5+0.012077+   14+   1+0.071429 
  415+   5+0.012048+   14+   1+0.071429 
  416+   6+0.014423+   14+   1+0.071429 
  417+   6+0.014388+   14+   1+0.071429 
  418+   6+0.014354+   14+   1+0.071429 
  419+   6+0.014320+   14+   1+0.071429 
  420+   6+0.014286+   14+   1+0.071429 
  421+   6+0.014252+   14+   1+0.071429 
  422+   6+0.014218+   14+   1+0.071429 
  423+   6+0.014184+   14+   1+0.071429 
  424+   6+0.014151+   14+   1+0.071429 
  425+   6+0.014118+   14+   1+0.071429 
  426+   6+0.014085+   14+   1+0.071429 
  427+   6+0.014052+   14+   1+0.071429 
  428+   6+0.014019+   14+   1+0.071429 
  429+   6+0.013986+   14+   1+0.071429 
  430+   6+0.013953+   14+   1+0.071429 
  431+   6+0.013921+   14+   1+0.071429 
  432+   6+0.013889+   14+   1+0.071429 
  433+   6+0.013857+   14+   1+0.071429 
  434+   6+0.013825+   14+   1+0.071429 
  435+   6+0.013793+   14+   1+0.071429 
  436+   6+0.013761+   14+   1+0.071429 
  437+   6+0.013730+   14+   1+0.071429 
  438+   6+0.013699+   14+   1+0.071429 
  439+   6+0.013667+   14+   1+0.071429 
  440+   6+0.013636+   14+   1+0.071429 
  441+   6+0.013605+   14+   1+0.071429 
  442+   6+0.013575+   14+   1+0.071429 
  443+   6+0.013544+   14+   1+0.071429 
  444+   6+0.013514+   14+   1+0.071429 
  445+   6+0.013483+   14+   1+0.071429 
  446+   6+0.013453+   14+   1+0.071429 
  447+   6+0.013423+   14+   1+0.071429 
  448+   6+0.013393+   14+   1+0.071429 
  449+   6+0.013363+   14+   1+0.071429 
  450+   6+0.013333+   14+   1+0.071429 
  451+   6+0.013304+   14+   1+0.071429 
  452+   6+0.013274+   14+   1+0.071429 
  453+   6+0.013245+   14+   1+0.071429 
  454+   6+0.013216+   14+   1+0.071429 
  455+   6+0.013187+   14+   1+0.071429 
  456+   6+0.013158+   14+   1+0.071429 
  457+   6+0.013129+   14+   1+0.071429 
  458+   6+0.013100+   14+   1+0.071429 
  459+   6+0.013072+   14+   1+0.071429 
  460+   6+0.013043+   14+   1+0.071429 
  461+   6+0.013015+   14+   1+0.071429 
  462+   7+0.015152+   14+   1+0.071429 
  463+   7+0.015119+   14+   1+0.071429 
  464+   7+0.015086+   14+   1+0.071429 
  465+   7+0.015054+   14+   1+0.071429 
  466+   7+0.015021+   14+   1+0.071429 
  467+   7+0.014989+   14+   1+0.071429 
  468+   7+0.014957+   14+   1+0.071429 
  469+   7+0.014925+   14+   1+0.071429 
  470+   7+0.014894+   14+   1+0.071429 
  471+   7+0.014862+   14+   1+0.071429 
  472+   7+0.014831+   14+   1+0.071429 
  473+   7+0.014799+   14+   1+0.071429 
  474+   7+0.014768+   14+   1+0.071429 
  475+   7+0.014737+   14+   1+0.071429 
  476+   7+0.014706+   14+   1+0.071429 
  477+   7+0.014675+   14+   1+0.071429 
  478+   7+0.014644+   14+   1+0.071429 
  479+   7+0.014614+   14+   1+0.071429 
  480+   7+0.014583+   14+   1+0.071429 
  481+   7+0.014553+   14+   1+0.071429 
  482+   7+0.014523+   14+   1+0.071429 
  483+   7+0.014493+   14+   1+0.071429 
  484+   7+0.014463+   14+   1+0.071429 
  485+   7+0.014433+   14+   1+0.071429 
  486+   7+0.014403+   14+   1+0.071429 
  487+   7+0.014374+   14+   1+0.071429 
  488+   7+0.014344+   14+   1+0.071429 
  489+   7+0.014315+   14+   1+0.071429 
  490+   7+0.014286+   14+   1+0.071429 
  491+   7+0.014257+   14+   1+0.071429 
  492+   7+0.014228+   14+   1+0.071429 
  493+   7+0.014199+   14+   1+0.071429 
  494+   7+0.014170+   14+   1+0.071429 
  495+   7+0.014141+   14+   1+0.071429 
  496+   7+0.014113+   14+   1+0.071429 
  497+   7+0.014085+   14+   1+0.071429 
  498+   7+0.014056+   14+   1+0.071429 
  499+   7+0.014028+   14+   1+0.071429 
  500+   7+0.014000+   14+   1+0.071429 
  500+   7+0.014000+   14+   1+0.071429 
