    0+   0+0.000000+    0+   0+0.000000 
   86+   4+0.000000+  206+   6+0.000000 
   86+   4+0.000000+  207+   6+0.000000 
   86+   4+0.000000+  208+   6+0.000000 
   86+   4+0.000000+  209+   6+0.000000 
   86+   4+0.000000+  210+   6+0.000000 
   86+   4+0.000000+  211+   6+0.000000 
   86+   4+0.000000+  212+   6+0.000000 
   86+   4+0.000000+  213+   6+0.000000 
   86+   4+0.000000+  214+   6+0.000000 
   86+   4+0.000000+  215+   6+0.000000 
   86+   4+0.000000+  216+   6+0.000000 
   86+   4+0.000000+  217+   6+0.000000 
   86+   4+0.000000+  218+   6+0.000000 
   86+   4+0.000000+  219+   6+0.000000 
   86+   4+0.000000+  220+   6+0.000000 
   86+   4+0.000000+  221+   6+0.000000 
   86+   4+0.000000+  222+   6+0.000000 
   86+   4+0.000000+  223+   6+0.000000 
   86+   4+0.000000+  224+   6+0.000000 
   86+   4+0.000000+  225+   6+0.000000 
   86+   4+0.000000+  226+   6+0.000000 
   86+   4+0.000000+  227+   6+0.000000 
   86+   4+0.000000+  228+   6+0.000000 
   86+   4+0.000000+  229+   6+0.000000 
   86+   4+0.000000+  230+   6+0.000000 
   86+   4+0.000000+  231+   6+0.000000 
   86+   4+0.000000+  232+   6+0.000000 
   86+   4+0.000000+  233+   6+0.000000 
   86+   4+0.000000+  234+   6+0.000000 
   86+   4+0.000000+  234+   6+0.000000 
   86+   4+0.000000+  234+   6+0.000000 
