    0+   0+0.000000+    0+   0+0.000000 
   53+   2+0.037736+   10+   1+0.100000 
   54+   2+0.037037+   10+   1+0.100000 
   55+   2+0.036364+   10+   1+0.100000 
   56+   2+0.035714+   10+   1+0.100000 
   57+   2+0.035088+   10+   1+0.100000 
   58+   2+0.034483+   10+   1+0.100000 
   59+   2+0.033898+   10+   1+0.100000 
   60+   2+0.033333+   10+   1+0.100000 
   61+   2+0.032787+   10+   1+0.100000 
   62+   2+0.032258+   10+   1+0.100000 
   63+   2+0.031746+   10+   1+0.100000 
   64+   2+0.031250+   10+   1+0.100000 
   65+   2+0.030769+   10+   1+0.100000 
   66+   2+0.030303+   10+   1+0.100000 
   67+   2+0.029851+   10+   1+0.100000 
   68+   2+0.029412+   10+   1+0.100000 
   69+   2+0.028986+   10+   1+0.100000 
   70+   2+0.028571+   10+   1+0.100000 
   71+   2+0.028169+   10+   1+0.100000 
   72+   2+0.027778+   10+   1+0.100000 
   73+   2+0.027397+   10+   1+0.100000 
   74+   2+0.027027+   10+   1+0.100000 
   75+   2+0.026667+   10+   1+0.100000 
   76+   2+0.026316+   10+   1+0.100000 
   77+   2+0.025974+   10+   1+0.100000 
   78+   2+0.025641+   10+   1+0.100000 
   79+   2+0.025316+   10+   1+0.100000 
   80+   2+0.025000+   10+   1+0.100000 
   81+   2+0.024691+   10+   1+0.100000 
   82+   2+0.024390+   10+   1+0.100000 
   83+   2+0.024096+   10+   1+0.100000 
   84+   2+0.023810+   10+   1+0.100000 
   85+   2+0.023529+   10+   1+0.100000 
   86+   2+0.023256+   10+   1+0.100000 
   87+   2+0.022989+   10+   1+0.100000 
   88+   2+0.022727+   10+   1+0.100000 
   89+   2+0.022472+   10+   1+0.100000 
   90+   2+0.022222+   10+   1+0.100000 
   91+   2+0.021978+   10+   1+0.100000 
   92+   2+0.021739+   10+   1+0.100000 
   93+   2+0.021505+   10+   1+0.100000 
   94+   2+0.021277+   10+   1+0.100000 
   95+   2+0.021053+   10+   1+0.100000 
   96+   2+0.020833+   10+   1+0.100000 
   97+   2+0.020619+   10+   1+0.100000 
   98+   2+0.020408+   10+   1+0.100000 
   99+   2+0.020202+   10+   1+0.100000 
  100+   2+0.020000+   10+   1+0.100000 
  101+   3+0.029703+   10+   1+0.100000 
  102+   3+0.029412+   10+   1+0.100000 
  103+   3+0.029126+   10+   1+0.100000 
  104+   3+0.028846+   10+   1+0.100000 
  105+   3+0.028571+   10+   1+0.100000 
  106+   3+0.028302+   10+   1+0.100000 
  107+   3+0.028037+   10+   1+0.100000 
  108+   3+0.027778+   10+   1+0.100000 
  109+   3+0.027523+   10+   1+0.100000 
  110+   3+0.027273+   10+   1+0.100000 
  111+   3+0.027027+   10+   1+0.100000 
  112+   3+0.026786+   10+   1+0.100000 
  113+   3+0.026549+   10+   1+0.100000 
  114+   3+0.026316+   10+   1+0.100000 
  115+   3+0.026087+   10+   1+0.100000 
  116+   3+0.025862+   10+   1+0.100000 
  117+   3+0.025641+   10+   1+0.100000 
  118+   3+0.025424+   10+   1+0.100000 
  119+   3+0.025210+   10+   1+0.100000 
  120+   3+0.025000+   10+   1+0.100000 
  121+   3+0.024793+   10+   1+0.100000 
  122+   3+0.024590+   10+   1+0.100000 
  123+   3+0.024390+   10+   1+0.100000 
  124+   3+0.024194+   10+   1+0.100000 
  125+   3+0.024000+   10+   1+0.100000 
  126+   3+0.023810+   10+   1+0.100000 
  127+   3+0.023622+   10+   1+0.100000 
  128+   3+0.023438+   10+   1+0.100000 
  129+   3+0.023256+   10+   1+0.100000 
  130+   3+0.023077+   10+   1+0.100000 
  131+   3+0.022901+   10+   1+0.100000 
  132+   3+0.022727+   10+   1+0.100000 
  133+   3+0.022556+   10+   1+0.100000 
  134+   3+0.022388+   10+   1+0.100000 
  135+   3+0.022222+   10+   1+0.100000 
  136+   3+0.022059+   10+   1+0.100000 
  137+   3+0.021898+   10+   1+0.100000 
  138+   3+0.021739+   10+   1+0.100000 
  139+   3+0.021583+   10+   1+0.100000 
  140+   3+0.021429+   10+   1+0.100000 
  141+   3+0.021277+   10+   1+0.100000 
  142+   3+0.021127+   10+   1+0.100000 
  143+   3+0.020979+   10+   1+0.100000 
  144+   3+0.020833+   10+   1+0.100000 
  145+   3+0.020690+   10+   1+0.100000 
  146+   3+0.020548+   10+   1+0.100000 
  147+   3+0.020408+   10+   1+0.100000 
  148+   4+0.027027+   10+   1+0.100000 
  149+   4+0.026846+   10+   1+0.100000 
  150+   4+0.026667+   10+   1+0.100000 
  151+   4+0.026490+   10+   1+0.100000 
  152+   4+0.026316+   10+   1+0.100000 
  153+   4+0.026144+   10+   1+0.100000 
  154+   4+0.025974+   10+   1+0.100000 
  155+   4+0.025806+   10+   1+0.100000 
  156+   4+0.025641+   10+   1+0.100000 
  157+   4+0.025478+   10+   1+0.100000 
  158+   4+0.025316+   10+   1+0.100000 
  159+   4+0.025157+   10+   1+0.100000 
  160+   4+0.025000+   10+   1+0.100000 
  161+   4+0.024845+   10+   1+0.100000 
  162+   4+0.024691+   10+   1+0.100000 
  163+   5+0.030675+   10+   1+0.100000 
  164+   5+0.030488+   10+   1+0.100000 
  165+   5+0.030303+   10+   1+0.100000 
  166+   5+0.030120+   10+   1+0.100000 
  167+   5+0.029940+   10+   1+0.100000 
  168+   5+0.029762+   10+   1+0.100000 
  169+   5+0.029586+   10+   1+0.100000 
  170+   5+0.029412+   10+   1+0.100000 
  171+   5+0.029240+   10+   1+0.100000 
  172+   5+0.029070+   10+   1+0.100000 
  173+   5+0.028902+   10+   1+0.100000 
  174+   5+0.028736+   10+   1+0.100000 
  175+   5+0.028571+   10+   1+0.100000 
  176+   5+0.028409+   10+   1+0.100000 
  177+   5+0.028249+   10+   1+0.100000 
  178+   5+0.028090+   10+   1+0.100000 
  179+   5+0.027933+   10+   1+0.100000 
  180+   5+0.027778+   10+   1+0.100000 
  181+   5+0.027624+   10+   1+0.100000 
  182+   5+0.027473+   10+   1+0.100000 
  183+   5+0.027322+   10+   1+0.100000 
  184+   5+0.027174+   10+   1+0.100000 
  185+   5+0.027027+   10+   1+0.100000 
  186+   5+0.026882+   10+   1+0.100000 
  187+   6+0.032086+   10+   1+0.100000 
  188+   6+0.031915+   10+   1+0.100000 
  189+   6+0.031746+   10+   1+0.100000 
  190+   6+0.031579+   10+   1+0.100000 
  191+   6+0.031414+   10+   1+0.100000 
  192+   6+0.031250+   10+   1+0.100000 
  193+   6+0.031088+   10+   1+0.100000 
  194+   6+0.030928+   10+   1+0.100000 
  195+   6+0.030769+   10+   1+0.100000 
  196+   6+0.030612+   10+   1+0.100000 
  197+   6+0.030457+   10+   1+0.100000 
  198+   6+0.030303+   10+   1+0.100000 
  199+   6+0.030151+   10+   1+0.100000 
  200+   6+0.030000+   10+   1+0.100000 
  201+   6+0.029851+   10+   1+0.100000 
  202+   6+0.029703+   10+   1+0.100000 
  203+   6+0.029557+   10+   1+0.100000 
  204+   6+0.029412+   10+   1+0.100000 
  205+   6+0.029268+   10+   1+0.100000 
  206+   6+0.029126+   10+   1+0.100000 
  207+   6+0.028986+   10+   1+0.100000 
  208+   6+0.028846+   10+   1+0.100000 
  209+   6+0.028708+   10+   1+0.100000 
  210+   6+0.028571+   10+   1+0.100000 
  211+   6+0.028436+   10+   1+0.100000 
  212+   6+0.028302+   10+   1+0.100000 
  213+   6+0.028169+   10+   1+0.100000 
  214+   6+0.028037+   10+   1+0.100000 
  215+   6+0.027907+   10+   1+0.100000 
  216+   6+0.027778+   10+   1+0.100000 
  217+   6+0.027650+   10+   1+0.100000 
  218+   6+0.027523+   10+   1+0.100000 
  219+   6+0.027397+   10+   1+0.100000 
  220+   6+0.027273+   10+   1+0.100000 
  221+   6+0.027149+   10+   1+0.100000 
  222+   6+0.027027+   10+   1+0.100000 
  223+   6+0.026906+   10+   1+0.100000 
  224+   6+0.026786+   10+   1+0.100000 
  225+   6+0.026667+   10+   1+0.100000 
  226+   6+0.026549+   10+   1+0.100000 
  227+   6+0.026432+   10+   1+0.100000 
  228+   6+0.026316+   10+   1+0.100000 
  229+   6+0.026201+   10+   1+0.100000 
  230+   6+0.026087+   10+   1+0.100000 
  231+   6+0.025974+   10+   1+0.100000 
  232+   6+0.025862+   10+   1+0.100000 
  233+   6+0.025751+   10+   1+0.100000 
  234+   6+0.025641+   10+   1+0.100000 
  235+   6+0.025532+   10+   1+0.100000 
  236+   6+0.025424+   10+   1+0.100000 
  237+   6+0.025316+   10+   1+0.100000 
  238+   6+0.025210+   10+   1+0.100000 
  239+   6+0.025105+   10+   1+0.100000 
  240+   6+0.025000+   10+   1+0.100000 
  241+   6+0.024896+   10+   1+0.100000 
  242+   6+0.024793+   10+   1+0.100000 
  243+   6+0.024691+   10+   1+0.100000 
  244+   6+0.024590+   10+   1+0.100000 
  245+   6+0.024490+   10+   1+0.100000 
  246+   6+0.024390+   10+   1+0.100000 
  247+   6+0.024291+   10+   1+0.100000 
  248+   6+0.024194+   10+   1+0.100000 
  249+   6+0.024096+   10+   1+0.100000 
  250+   6+0.024000+   10+   1+0.100000 
  251+   6+0.023904+   10+   1+0.100000 
  252+   6+0.023810+   10+   1+0.100000 
  253+   6+0.023715+   10+   1+0.100000 
  254+   6+0.023622+   10+   1+0.100000 
  255+   6+0.023529+   10+   1+0.100000 
  256+   6+0.023438+   10+   1+0.100000 
  257+   6+0.023346+   10+   1+0.100000 
  258+   6+0.023256+   10+   1+0.100000 
  259+   6+0.023166+   10+   1+0.100000 
  260+   6+0.023077+   10+   1+0.100000 
  261+   6+0.022989+   10+   1+0.100000 
  262+   6+0.022901+   10+   1+0.100000 
  263+   6+0.022814+   10+   1+0.100000 
  264+   6+0.022727+   10+   1+0.100000 
  265+   6+0.022642+   10+   1+0.100000 
  266+   6+0.022556+   10+   1+0.100000 
  267+   6+0.022472+   10+   1+0.100000 
  268+   6+0.022388+   10+   1+0.100000 
  269+   6+0.022305+   10+   1+0.100000 
  270+   6+0.022222+   10+   1+0.100000 
  271+   6+0.022140+   10+   1+0.100000 
  272+   6+0.022059+   10+   1+0.100000 
  273+   6+0.021978+   10+   1+0.100000 
  274+   6+0.021898+   10+   1+0.100000 
  275+   6+0.021818+   10+   1+0.100000 
  276+   6+0.021739+   10+   1+0.100000 
  277+   6+0.021661+   10+   1+0.100000 
  278+   6+0.021583+   10+   1+0.100000 
  278+   6+0.021583+   10+   1+0.100000 
  278+   6+0.021583+   10+   1+0.100000 
